j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
arboliva,dondozo,gholdengo,moltres,ragingbolt,tinglu,amoonguss,fluttermane,incineroar,ogerponwellspring,ragingbolt,roaringmoon,arboliva,dondozo,amoonguss,incineroar
arcaninehisui,fluttermane,landorus,rillaboom,tornadus,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,landorus,tornadus,tornadus,urshifurapidstrike
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,amoonguss,fluttermane,incineroar,ogerponwellspring,ragingbolt,roaringmoon,fluttermane,urshifurapidstrike,incineroar,ogerponwellspring
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,amoonguss,fluttermane,incineroar,ogerponwellspring,ragingbolt,roaringmoon,fluttermane,urshifurapidstrike,incineroar,ogerponwellspring
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,amoonguss,fluttermane,incineroar,ogerponwellspring,ragingbolt,roaringmoon,fluttermane,ogerponhearthflame,incineroar,ogerponwellspring
dondozo,fluttermane,grimmsnarl,incineroar,ogerponwellspring,tinglu,chiyu,landorus,ogerponwellspring,pelipper,thundurustherian,tornadus,fluttermane,ogerponwellspring,ogerponwellspring,pelipper
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,gholdengo,tornadus,indeedeef,ironcrown
fluttermane,incineroar,latias,ragingbolt,rillaboom,urshifurapidstrike,goodrahisui,heatran,ironvaliant,landorus,ogerponwellspring,sableye,fluttermane,urshifurapidstrike,heatran,sableye
fluttermane,indeedeef,ironcrown,ogerponhearthflame,tornadus,urshifurapidstrike,cresselia,fluttermane,incineroar,ragingbolt,ursaluna,urshifurapidstrike,indeedeef,ironcrown,cresselia,fluttermane
fluttermane,indeedeef,ironcrown,ogerponhearthflame,tornadus,urshifurapidstrike,cresselia,fluttermane,incineroar,ragingbolt,ursaluna,urshifurapidstrike,fluttermane,ogerponhearthflame,cresselia,incineroar
garganacl,ironboulder,klawf,rayquaza,rhyperior,tyranitar,crawdaunt,ironhands,lunala,lurantis,magmar,ursaluna,ironboulder,rayquaza,ironhands,lunala
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,fluttermane,indeedeef,ironcrown,ogerponhearthflame,tornadus,urshifurapidstrike,gholdengo,tornadus,fluttermane,ogerponhearthflame
crawdaunt,ironhands,lunala,lurantis,magmar,ursaluna,garganacl,ironboulder,klawf,rayquaza,rhyperior,tyranitar,ironhands,lunala,klawf,tyranitar
amoonguss,archaludon,fluttermane,pelipper,thundurus,urshifurapidstrike,fluttermane,incineroar,latios,ogerponwellspring,ragingbolt,rillaboom,amoonguss,thundurus,fluttermane,latios
amoonguss,chienpao,dragonite,fluttermane,incineroar,urshifurapidstrike,espathra,ironbundle,sandyshocks,tornadus,tsareena,urshifurapidstrike,fluttermane,incineroar,espathra,sandyshocks
entei,fluttermane,indeedeef,landorus,roaringmoon,walkingwake,amoonguss,fluttermane,incineroar,regirock,tinglu,urshifurapidstrike,indeedeef,landorus,incineroar,tinglu
entei,fluttermane,indeedeef,landorus,roaringmoon,walkingwake,incineroar,indeedeef,ironcrown,regieleki,tornadus,urshifurapidstrike,indeedeef,landorus,indeedeef,regieleki
indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,farigiraf,incineroar,landorus,rillaboom,tornadus,urshifurapidstrike,regidrago,tornadus,landorus,tornadus
espathra,ironbundle,sandyshocks,tornadus,tsareena,urshifurapidstrike,chiyu,fluttermane,glimmora,ogerponwellspring,tornadus,urshifurapidstrike,espathra,sandyshocks,chiyu,fluttermane
indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,chienpao,dondozo,dragonite,fluttermane,ogerponhearthflame,tatsugiri,indeedeef,ironcrown,chienpao,ogerponhearthflame
chienpao,fluttermane,incineroar,landorus,ogerponwellspring,okidogi,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,fluttermane,ogerponwellspring,indeedeef,ironcrown
chienpao,fluttermane,incineroar,landorus,ogerponwellspring,okidogi,fluttermane,gholdengo,ogerponhearthflame,ragingbolt,urshifurapidstrike,whimsicott,incineroar,landorus,ragingbolt,urshifurapidstrike
chienpao,dondozo,dragonite,fluttermane,glimmora,tatsugiri,dondozo,florges,grimmsnarl,landorus,ogerponhearthflame,rillaboom,fluttermane,glimmora,dondozo,grimmsnarl
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,amoonguss,chienpao,fluttermane,incineroar,ogerponhearthflame,urshifurapidstrike,incineroar,landorus,incineroar,urshifurapidstrike
chienpao,fluttermane,incineroar,landorus,ogerponwellspring,okidogi,arcaninehisui,articuno,landorus,ninetalesalola,ogerponwellspring,ragingbolt,chienpao,incineroar,landorus,ninetalesalola
chienpao,fluttermane,incineroar,landorus,ogerponwellspring,okidogi,arcaninehisui,articuno,landorus,ninetalesalola,ogerponwellspring,ragingbolt,chienpao,incineroar,landorus,ninetalesalola
amoonguss,chienpao,fluttermane,incineroar,ogerponhearthflame,urshifurapidstrike,annihilape,farigiraf,ogerponcornerstone,ragingbolt,torkoal,ursaluna,chienpao,ogerponhearthflame,annihilape,farigiraf
chienpao,fluttermane,gougingfire,kingambit,ogerpon,urshifurapidstrike,fluttermane,incineroar,ironleaves,kingambit,ogerponcornerstone,urshifurapidstrike,gougingfire,urshifurapidstrike,kingambit,urshifurapidstrike
fluttermane,incineroar,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,amoonguss,chienpao,gougingfire,ogerponwellspring,porygon2,tinglu,fluttermane,ogerponhearthflame,gougingfire,ogerponwellspring
chienpao,fluttermane,gougingfire,kingambit,ogerpon,urshifurapidstrike,fluttermane,incineroar,ironleaves,kingambit,ogerponcornerstone,urshifurapidstrike,chienpao,fluttermane,ironleaves,ogerponcornerstone
chienpao,fluttermane,gougingfire,kingambit,ogerpon,urshifurapidstrike,fluttermane,incineroar,ironleaves,kingambit,ogerponcornerstone,urshifurapidstrike,chienpao,gougingfire,ironleaves,ogerponcornerstone
dondozo,florges,grimmsnarl,landorus,ogerponhearthflame,rillaboom,amoonguss,gholdengo,incineroar,ragingbolt,tornadus,urshifurapidstrike,grimmsnarl,landorus,amoonguss,gholdengo
chienpao,fluttermane,gougingfire,kingambit,ogerpon,urshifurapidstrike,fluttermane,incineroar,ironleaves,kingambit,ogerponcornerstone,urshifurapidstrike,fluttermane,ogerpon,ironleaves,ogerponcornerstone
amoonguss,incineroar,landorustherian,ragingbolt,rillaboom,urshifurapidstrike,dondozo,florges,grimmsnarl,landorus,ogerponhearthflame,rillaboom,amoonguss,incineroar,grimmsnarl,landorus
dondozo,florges,grimmsnarl,landorus,ogerponhearthflame,rillaboom,farigiraf,fluttermane,gholdengo,incineroar,ogerponwellspring,rillaboom,grimmsnarl,landorus,gholdengo,rillaboom
chienpao,fluttermane,gougingfire,kingambit,ogerpon,urshifurapidstrike,fluttermane,incineroar,ironleaves,kingambit,ogerponcornerstone,urshifurapidstrike,gougingfire,ogerpon,ironleaves,ogerponcornerstone
amoonguss,chienpao,fluttermane,incineroar,ogerponhearthflame,urshifurapidstrike,amoonguss,incineroar,landorustherian,ragingbolt,rillaboom,urshifurapidstrike,incineroar,urshifurapidstrike,incineroar,rillaboom
amoonguss,farigiraf,fluttermane,ironhands,porygon2,torkoal,amoonguss,indeedeef,ironcrown,regidrago,tornadus,urshifurapidstrike,farigiraf,porygon2,indeedeef,ironcrown
amoonguss,farigiraf,fluttermane,ironhands,porygon2,torkoal,amoonguss,indeedeef,ironcrown,regidrago,tornadus,urshifurapidstrike,fluttermane,torkoal,indeedeef,ironcrown
farigiraf,incineroar,ogerponwellspring,ragingbolt,ursalunabloodmoon,urshifurapidstrike,amoonguss,bronzong,grimmsnarl,moltresgalar,ogerponcornerstone,okidogi,ogerponwellspring,ragingbolt,grimmsnarl,okidogi
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,chiyu,fluttermane,ninetales,ogerponcornerstone,ragingbolt,rillaboom,ragingbolt,tornadus,ninetales,ragingbolt
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,grimmsnarl,incineroar,landorus,latias,ogerponhearthflame,urshifurapidstrike,gholdengo,tornadus,grimmsnarl,latias
chiyu,fluttermane,ninetales,ogerponcornerstone,ragingbolt,rillaboom,chiyu,fluttermane,glimmora,ogerponwellspring,tornadus,urshifurapidstrike,ninetales,ragingbolt,glimmora,tornadus
amoonguss,fluttermane,gothitelle,incineroar,ogerponhearthflame,screamtail,chiyu,farigiraf,fluttermane,ogerponhearthflame,ragingbolt,tornadus,incineroar,ogerponhearthflame,chiyu,tornadus
chienpao,ogerponwellspring,ragingbolt,rillaboom,urshifurapidstrike,volcarona,chienpao,fluttermane,gougingfire,ogerponwellspring,ragingbolt,tornadus,rillaboom,volcarona,chienpao,gougingfire
chienpao,ogerponwellspring,ragingbolt,rillaboom,urshifurapidstrike,volcarona,chienpao,fluttermane,gougingfire,ogerponwellspring,ragingbolt,tornadus,ragingbolt,rillaboom,chienpao,gougingfire
chienpao,fluttermane,gougingfire,kingambit,ogerponwellspring,rillaboom,chiyu,farigiraf,fluttermane,ogerponhearthflame,ragingbolt,tornadus,gougingfire,ogerponwellspring,chiyu,fluttermane
fluttermane,ogerponwellspring,ragingbolt,roaringmoon,screamtail,torkoal,chienpao,fluttermane,gougingfire,kingambit,ogerponwellspring,rillaboom,fluttermane,roaringmoon,fluttermane,gougingfire
fluttermane,ogerponwellspring,ragingbolt,roaringmoon,screamtail,torkoal,amoonguss,chienpao,entei,ragingbolt,tornadus,urshifurapidstrike,ogerponwellspring,torkoal,entei,ragingbolt
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,chiyu,fluttermane,landorus,tornadus,tsareena,urshifurapidstrike,amoonguss,ragingbolt,chiyu,tornadus
cresselia,fluttermane,incineroar,ogerponwellspring,ragingbolt,ursaluna,amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,cresselia,incineroar,fluttermane,urshifurapidstrike
amoonguss,fluttermane,incineroar,porygon2,ursaluna,urshifurapidstrike,excadrill,indeedeef,ironcrown,ogerponwellspring,tyranitar,zapdosgalar,porygon2,urshifurapidstrike,tyranitar,zapdosgalar
gholdengo,grimmsnarl,ironboulder,ogerponwellspring,okidogi,roaringmoon,chiyu,fluttermane,glimmora,ogerponwellspring,tornadus,urshifurapidstrike,gholdengo,grimmsnarl,chiyu,tornadus
gholdengo,grimmsnarl,ironboulder,ogerponwellspring,okidogi,roaringmoon,gougingfire,ironhands,landorus,milotic,ninetalesalola,rillaboom,grimmsnarl,ironboulder,gougingfire,landorus
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,fluttermane,gothitelle,incineroar,ogerponwellspring,ragingbolt,screamtail,incineroar,ragingbolt,gothitelle,ogerponwellspring
ditto,incineroar,ribombee,sinistcha,sneasler,ursaluna,arcaninehisui,articunogalar,gholdengo,ironhands,ogerponwellspring,roaringmoon,ditto,ribombee,articunogalar,gholdengo
chienpao,gholdengo,pelipper,ragingbolt,rillaboom,urshifurapidstrike,indeedeef,ironcrown,regidrago,sneasler,tornadus,urshifurapidstrike,chienpao,rillaboom,indeedeef,ironcrown
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,amoonguss,bronzong,grimmsnarl,moltresgalar,ogerponcornerstone,okidogi,incineroar,landorus,grimmsnarl,moltresgalar
armarouge,breloom,incineroar,indeedeef,sableye,ursaluna,fluttermane,greattusk,incineroar,rillaboom,tornadus,urshifurapidstrike,breloom,sableye,tornadus,urshifurapidstrike
chienpao,gholdengo,pelipper,ragingbolt,rillaboom,urshifurapidstrike,farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,gholdengo,rillaboom,farigiraf,smeargle
chienpao,dragonite,fluttermane,ogerpon,tornadus,urshifurapidstrike,arcaninehisui,articunogalar,gholdengo,ironhands,ogerponwellspring,roaringmoon,chienpao,tornadus,ironhands,roaringmoon
dondozo,dragapult,incineroar,rillaboom,tatsugiri,volcarona,archaludon,bronzong,fluttermane,landorustherian,tornadus,urshifurapidstrike,dondozo,dragapult,fluttermane,urshifurapidstrike
chienpao,dondozo,dragonite,gougingfire,ogerponcornerstone,tinglu,amoonguss,fluttermane,gyarados,incineroar,porygon2,ragingbolt,gougingfire,ogerponcornerstone,fluttermane,gyarados
chienpao,dondozo,dragonite,gougingfire,ogerponcornerstone,tinglu,amoonguss,fluttermane,gyarados,incineroar,porygon2,ragingbolt,gougingfire,ogerponcornerstone,incineroar,porygon2
chienpao,incineroar,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,incineroar,ogerponhearthflame,farigiraf,smeargle
chienpao,incineroar,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,incineroar,ogerponhearthflame,farigiraf,smeargle
chienpao,incineroar,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,incineroar,ogerponhearthflame,farigiraf,smeargle
chiyu,garchomp,ironvaliant,ogerponcornerstone,tyranitar,whimsicott,brutebonnet,cobalion,cresselia,landorustherian,latios,volcarona,chiyu,whimsicott,cobalion,landorustherian
chiyu,garchomp,ironvaliant,ogerponcornerstone,tyranitar,whimsicott,brutebonnet,cobalion,cresselia,landorustherian,latios,volcarona,chiyu,ironvaliant,cresselia,landorustherian
chiyu,garchomp,ironvaliant,ogerponcornerstone,tyranitar,whimsicott,brutebonnet,cobalion,cresselia,landorustherian,latios,volcarona,tyranitar,whimsicott,brutebonnet,volcarona
farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,fluttermane,gholdengo,ogerponhearthflame,ragingbolt,urshifurapidstrike,whimsicott,hatterene,indeedeef,fluttermane,urshifurapidstrike
amoonguss,fluttermane,incineroar,porygon2,ursaluna,urshifurapidstrike,chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,incineroar,porygon2,landorus,urshifurapidstrike
farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,fluttermane,gholdengo,ogerponhearthflame,ragingbolt,urshifurapidstrike,whimsicott,farigiraf,smeargle,ogerponhearthflame,urshifurapidstrike
fluttermane,gholdengo,ogerponhearthflame,ragingbolt,urshifurapidstrike,whimsicott,farigiraf,hatterene,indeedeef,smeargle,torkoal,urshifurapidstrike,fluttermane,gholdengo,farigiraf,smeargle
amoonguss,fluttermane,gyarados,incineroar,porygon2,ragingbolt,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,fluttermane,incineroar,incineroar,porygon2
amoonguss,fluttermane,gyarados,incineroar,porygon2,ragingbolt,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,fluttermane,gyarados,gholdengo,incineroar
amoonguss,fluttermane,gyarados,incineroar,porygon2,ragingbolt,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,fluttermane,gyarados,gholdengo,incineroar
farigiraf,fluttermane,incineroar,ogerponhearthflame,rillaboom,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,incineroar,rillaboom,indeedeef,regidrago
farigiraf,fluttermane,incineroar,ogerponhearthflame,rillaboom,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,incineroar,urshifurapidstrike,tornadus,urshifurapidstrike
amoonguss,fluttermane,gyarados,incineroar,porygon2,ragingbolt,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,gyarados,incineroar,gholdengo,incineroar
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,chienpao,dragonite,landorus,ogerponhearthflame,tornadus,urshifurapidstrike,rillaboom,urshifurapidstrike,chienpao,ogerponhearthflame
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,fluttermane,urshifurapidstrike,tornadus,urshifurapidstrike
chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,chiyu,fluttermane,incineroar,porygon2
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,fluttermane,urshifurapidstrike,indeedeef,ironcrown
chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,chienpao,dragonite,incineroar,porygon2
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,gholdengo,tornadus,ogerponhearthflame,regidrago
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,cresselia,gholdengo,indeedeef,regidrago
chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,amoonguss,gholdengo,incineroar,ogerponwellspring,porygon2,ursaluna,chiyu,fluttermane,incineroar,porygon2
amoonguss,fluttermane,incineroar,ogerponhearthflame,ragingbolt,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,fluttermane,ragingbolt,indeedeef,ironcrown
archaludon,bronzong,fluttermane,landorustherian,tornadus,urshifurapidstrike,cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,archaludon,fluttermane,tornadus,urshifurapidstrike
amoonguss,archaludon,kingambit,klefki,pelipper,urshifurapidstrike,excadrill,munkidori,roaringmoon,suicune,tyranitar,zapdosgalar,archaludon,klefki,suicune,tyranitar
archaludon,bronzong,fluttermane,landorustherian,tornadus,urshifurapidstrike,chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,tornadus,urshifurapidstrike,chienpao,dragonite
archaludon,bronzong,fluttermane,landorustherian,tornadus,urshifurapidstrike,archaludon,incineroar,maushold,smeargle,ursalunabloodmoon,volcarona,fluttermane,landorustherian,smeargle,ursalunabloodmoon
amoonguss,archaludon,kingambit,klefki,pelipper,urshifurapidstrike,excadrill,munkidori,roaringmoon,suicune,tyranitar,zapdosgalar,pelipper,urshifurapidstrike,munkidori,suicune
cresselia,gholdengo,ragingbolt,tornadus,ursaluna,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,cresselia,gholdengo,indeedeef,regidrago
chienpao,fluttermane,gougingfire,kingambit,ogerponwellspring,rillaboom,archaludon,bronzong,fluttermane,landorustherian,tornadus,urshifurapidstrike,kingambit,ogerponwellspring,tornadus,urshifurapidstrike
indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,chienpao,dragonite,incineroar,ogerponhearthflame,tornadus,urshifurapidstrike,ogerponhearthflame,urshifurapidstrike,tornadus,urshifurapidstrike
enamorustherian,farigiraf,incineroar,landorus,rillaboom,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,enamorustherian,landorus,indeedeef,urshifurapidstrike
farigiraf,ironhands,ogerponhearthflame,tornadus,ursalunabloodmoon,urshifurapidstrike,archaludon,bronzong,fluttermane,landorustherian,tornadus,urshifurapidstrike,ogerponhearthflame,tornadus,archaludon,urshifurapidstrike
baxcalibur,gholdengo,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,archaludon,incineroar,maushold,smeargle,ursalunabloodmoon,volcarona,ogerponhearthflame,urshifurapidstrike,archaludon,maushold
fluttermane,gougingfire,greattusk,jumpluff,screamtail,torkoal,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,gougingfire,torkoal,ogerponhearthflame,tornadus
indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,chiyu,fluttermane,ogerponwellspring,tornadus,ursalunabloodmoon,urshifurapidstrike,tornadus,urshifurapidstrike,fluttermane,tornadus
chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,chienpao,dondozo,dragonite,gougingfire,ogerpon,tinglu,chienpao,dragonite,gougingfire,tinglu
amoonguss,chienpao,kingambit,landorus,okidogi,ragingbolt,arcaninehisui,corviknight,farigiraf,fluttermane,ogerponwellspring,ursaluna,landorus,okidogi,corviknight,fluttermane
dragonite,heatran,landorustherian,regidrago,tornadus,urshifurapidstrike,chienpao,dondozo,dragonite,gougingfire,ogerpon,tinglu,landorustherian,tornadus,dondozo,tinglu
farigiraf,incineroar,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,farigiraf,incineroar,chiyu,fluttermane
clefairy,gholdengo,ogerponhearthflame,regidrago,rillaboom,whimsicott,amoonguss,gholdengo,incineroar,kommoo,porygon2,tinglu,gholdengo,ogerponhearthflame,incineroar,porygon2
baxcalibur,gholdengo,ogerponhearthflame,ragingbolt,rillaboom,urshifurapidstrike,chiyu,fluttermane,grimmsnarl,ogerponwellspring,ragingbolt,wochien,baxcalibur,rillaboom,fluttermane,grimmsnarl
chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,amoonguss,chienpao,fluttermane,incineroar,tornadus,urshifurapidstrike,chienpao,dragonite,fluttermane,incineroar
chiyu,chienpao,dondozo,dragonite,fluttermane,tatsugiri,armarouge,indeedeef,landorus,lilliganthisui,torkoal,tyranitar,chiyu,fluttermane,armarouge,lilliganthisui
arcaninehisui,corviknight,farigiraf,fluttermane,ogerponwellspring,ursaluna,fluttermane,gougingfire,greattusk,jumpluff,screamtail,torkoal,corviknight,fluttermane,jumpluff,torkoal
annihilape,gholdengo,incineroar,ninetalesalola,rillaboom,sneasler,amoonguss,chienpao,dragonite,incineroar,landorus,urshifurapidstrike,incineroar,ninetalesalola,chienpao,urshifurapidstrike
giratina,greedent,hariyama,oranguru,torkoal,wigglytuff,falinks,groudon,quagsire,ragingbolt,tropius,volcarona,oranguru,torkoal,falinks,groudon
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,ragingbolt,urshifurapidstrike,ogerponhearthflame,regidrago
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,incineroar,ragingbolt,regidrago,urshifurapidstrike
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,indeedeef,ironcrown,ogerponhearthflame,regidrago,tornadus,urshifurapidstrike,incineroar,ragingbolt,regidrago,tornadus
baxcalibur,gholdengo,gougingfire,ogerponwellspring,rillaboom,urshifurapidstrike,gholdengo,incineroar,ogerponwellspring,ragingbolt,tornadus,urshifurapidstrike,rillaboom,urshifurapidstrike,incineroar,tornadus
chienpao,fluttermane,gougingfire,kingambit,ogerponwellspring,rillaboom,arcaninehisui,corviknight,fluttermane,landorus,ogerponwellspring,ragingbolt,gougingfire,kingambit,corviknight,ogerponwellspring
chienpao,incineroar,landorus,ragingbolt,rillaboom,urshifurapidstrike,amoonguss,chienpao,kingambit,landorus,okidogi,ragingbolt,ragingbolt,rillaboom,chienpao,okidogi
falinks,groudon,quagsire,ragingbolt,tropius,volcarona,giratina,greedent,hariyama,oranguru,torkoal,wigglytuff,groudon,ragingbolt,oranguru,torkoal
calyrexice,landorus,pelipper,ragingbolt,tsareena,urshifurapidstrike,amoonguss,chienpao,pelipper,ragingbolt,urshifurapidstrike,zamazentacrowned,landorus,ragingbolt,chienpao,urshifurapidstrike
chiyu,indeedeef,lunala,sneasler,torkoal,ursaluna,alcremie,incineroar,indeedeef,mewtwo,ribombee,whimsicott,chiyu,lunala,indeedeef,whimsicott
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,archaludon,grimmsnarl,kyogre,ragingbolt,urshifurapidstrike,ironhands,urshifurapidstrike,grimmsnarl,urshifurapidstrike
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,archaludon,grimmsnarl,kyogre,ragingbolt,urshifurapidstrike,calyrexshadow,weezinggalar,kyogre,urshifurapidstrike
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,archaludon,grimmsnarl,kyogre,ragingbolt,urshifurapidstrike,calyrexshadow,ironhands,kyogre,urshifurapidstrike
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,fluttermane,incineroar,ragingbolt,terapagos,urshifurapidstrike,chienpao,urshifurapidstrike,incineroar,ragingbolt
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,fluttermane,incineroar,ragingbolt,terapagos,urshifurapidstrike,chienpao,urshifurapidstrike,amoonguss,terapagos
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,fluttermane,incineroar,ragingbolt,terapagos,urshifurapidstrike,chienpao,urshifurapidstrike,amoonguss,terapagos
calyrexshadow,chienpao,dragonite,ironhands,urshifurapidstrike,weezinggalar,amoonguss,fluttermane,incineroar,ragingbolt,terapagos,urshifurapidstrike,chienpao,urshifurapidstrike,incineroar,terapagos
charizard,gholdengo,gougingfire,ninetales,talonflame,tinkaton,annihilape,conkeldurr,dusclops,greattusk,sableye,skeledirge,charizard,ninetales,conkeldurr,dusclops
charizard,gholdengo,gougingfire,ninetales,talonflame,tinkaton,annihilape,conkeldurr,dusclops,greattusk,sableye,skeledirge,gholdengo,talonflame,annihilape,sableye
calyrexshadow,clefairy,incineroar,mienshao,rillaboom,urshifurapidstrike,calyrexice,farigiraf,landorus,ogerponcornerstone,regieleki,urshifurapidstrike,calyrexshadow,clefairy,farigiraf,regieleki
chienpao,dragonite,fluttermane,gholdengo,miraidon,urshifurapidstrike,calyrexice,farigiraf,landorus,ogerponcornerstone,regieleki,urshifurapidstrike,gholdengo,miraidon,calyrexice,ogerponcornerstone
cresselia,ragingbolt,rillaboom,ursalunabloodmoon,urshifurapidstrike,zamazentacrowned,calyrexshadow,ditto,dondozo,mausholdfour,tatsugiri,whimsicott,cresselia,ursalunabloodmoon,calyrexshadow,mausholdfour
calyrexshadow,chienpao,incineroar,ragingbolt,urshifurapidstrike,whimsicott,calyrexice,farigiraf,landorus,ogerponcornerstone,regieleki,urshifurapidstrike,calyrexshadow,incineroar,farigiraf,regieleki
chiyu,fluttermane,grimmsnarl,ironhands,terapagos,urshifurapidstrike,fluttermane,gougingfire,groudon,ogerponcornerstone,ragingbolt,umbreon,chiyu,grimmsnarl,fluttermane,ragingbolt
farigiraf,ironhands,miraidon,ogerponhearthflame,urshifurapidstrike,whimsicott,calyrexice,farigiraf,landorus,ogerponcornerstone,regieleki,urshifurapidstrike,farigiraf,ogerponhearthflame,landorus,regieleki
