j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Araquanid,Brute Bonnet,Calyrex-Shadow,Ho-Oh,Iron Valiant,Tornadus,Brute Bonnet,Lunala,Ho-Oh,Iron Valiant
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Tornadus,Zamazenta-Crowned,Amoonguss,Lunala
Amoonguss,Annihilape,Calyrex-Ice,Incineroar,Ogerpon-Wellspring,Reshiram,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ursaluna,Whimsicott,Annihilape,Reshiram,Farigiraf,Miraidon
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ursaluna,Whimsicott,Lunala,Ursaluna,Farigiraf,Miraidon
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ursaluna,Whimsicott,Raging Bolt,Zamazenta-Crowned,Farigiraf,Miraidon
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Brute Bonnet,Calyrex-Shadow,Chi-Yu,Flutter Mane,Incineroar,Koraidon,Tornadus,Zamazenta-Crowned,Chi-Yu,Koraidon
Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ursaluna,Whimsicott,Amoonguss,Annihilape,Calyrex-Ice,Incineroar,Ogerpon-Wellspring,Reshiram,Farigiraf,Incineroar,Calyrex-Ice,Ogerpon-Wellspring
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Articuno-Galar,Cyclizar,Ditto,Dragapult,Kyogre,Miraidon,Raging Bolt,Rillaboom,Dragapult,Miraidon
Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ursaluna,Whimsicott,Calyrex-Shadow,Incineroar,Kyogre,Landorus,Tornadus,Urshifu-*,Miraidon,Whimsicott,Calyrex-Shadow,Incineroar
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Incineroar,Koraidon,Rillaboom,Terapagos,Volcarona,Tornadus,Zamazenta-Crowned,Incineroar,Terapagos
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Chien-Pao,Rillaboom,Weezing-Galar,Whimsicott,Zamazenta-*,Smeargle,Tornadus,Calyrex-Shadow,Chien-Pao
Calyrex-Shadow,Chi-Yu,Iron Hands,Smeargle,Terapagos,Whimsicott,Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Terapagos,Urshifu-*,Calyrex-Shadow,Smeargle,Incineroar,Terapagos
Calyrex-Shadow,Incineroar,Kyogre,Landorus,Tornadus,Urshifu-*,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ursaluna,Whimsicott,Calyrex-Shadow,Incineroar,Miraidon,Whimsicott
Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Terapagos,Urshifu-*,Amoonguss,Calyrex-Shadow,Chien-Pao,Raging Bolt,Rillaboom,Zamazenta-*,Incineroar,Terapagos,Chien-Pao,Zamazenta-Crowned
Araquanid,Brute Bonnet,Calyrex-Shadow,Ho-Oh,Iron Valiant,Tornadus,Chi-Yu,Farigiraf,Incineroar,Iron Bundle,Lunala,Miraidon,Calyrex-Shadow,Iron Valiant,Iron Bundle,Miraidon
Baxcalibur,Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Calyrex-Shadow,Incineroar,Raging Bolt,Urshifu-*,Whimsicott,Zamazenta-*,Grimmsnarl,Miraidon,Urshifu-Rapid-Strike,Zamazenta-Crowned
Flutter Mane,Indeedee-F,Koraidon,Lunala,Sandy Shocks,Ursaluna,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Indeedee-F,Lunala,Calyrex-Shadow,Zamazenta-Crowned
Baxcalibur,Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Ogerpon-Wellspring,Whimsicott,Grimmsnarl,Miraidon,Farigiraf,Miraidon
Calyrex-Shadow,Incineroar,Lunala,Raging Bolt,Urshifu-*,Whimsicott,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Incineroar,Whimsicott,Calyrex-Shadow,Zamazenta-Crowned
Articuno-Galar,Cyclizar,Ditto,Dragapult,Kyogre,Miraidon,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Dragapult,Miraidon,Raging Bolt,Rillaboom
Amoonguss,Dragonite,Gholdengo,Incineroar,Porygon2,Ursaluna,Incineroar,Lunala,Miraidon,Pelipper,Rillaboom,Volcarona,Dragonite,Incineroar,Incineroar,Miraidon
Amoonguss,Dragonite,Gholdengo,Incineroar,Porygon2,Ursaluna,Incineroar,Lunala,Miraidon,Pelipper,Rillaboom,Volcarona,Dragonite,Incineroar,Incineroar,Miraidon
Amoonguss,Flutter Mane,Ho-Oh,Incineroar,Koraidon,Rillaboom,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Ho-Oh,Incineroar,Raging Bolt,Zamazenta-Crowned
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Chien-Pao,Incineroar,Landorus,Miraidon,Tornadus,Rillaboom,Zamazenta-Crowned,Incineroar,Landorus
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Farigiraf,Incineroar,Kyogre,Miraidon,Raichu,Whimsicott,Raging Bolt,Zamazenta-Crowned,Miraidon,Whimsicott
Chi-Yu,Farigiraf,Grimmsnarl,Lunala,Ogerpon-Wellspring,Terapagos,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Chi-Yu,Ogerpon-Wellspring,Calyrex-Shadow,Zamazenta-Crowned
Chi-Yu,Flutter Mane,Iron Valiant,Koraidon,Miraidon,Ursaluna,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Iron Valiant,Miraidon,Rillaboom,Zamazenta-Crowned
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Incineroar,Lunala,Tornadus,Zamazenta-Crowned
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Amoonguss,Heatran,Incineroar,Koraidon,Miraidon,Rillaboom,Smeargle,Zamazenta-Crowned,Amoonguss,Incineroar
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Brute Bonnet,Calyrex-Ice,Chi-Yu,Koraidon,Raging Bolt,Ursaluna,Smeargle,Zamazenta-Crowned,Chi-Yu,Koraidon
Chi-Yu,Farigiraf,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Ice,Flutter Mane,Groudon,Ogerpon-Cornerstone,Raging Bolt,Venusaur,Flutter Mane,Lunala,Groudon,Venusaur
Amoonguss,Chien-Pao,Flutter Mane,Raging Bolt,Rayquaza,Zamazenta-*,Amoonguss,Grimmsnarl,Kyogre,Miraidon,Rillaboom,Urshifu-*,Chien-Pao,Rayquaza,Grimmsnarl,Miraidon
Chansey,Eiscue,Gouging Fire,Incineroar,Koraidon,Venusaur,Clefable,Clodsire,Groudon,Palkia,Scovillain,Urshifu-*,Gouging Fire,Incineroar,Groudon,Palkia
Amoonguss,Bronzong,Calyrex-Shadow,Maushold-Four,Ogerpon-Cornerstone,Zamazenta-*,Incineroar,Koraidon,Kyurem-White,Lilligant-Hisui,Raging Bolt,Scizor,Calyrex-Shadow,Ogerpon-Cornerstone,Koraidon,Lilligant-Hisui
Chansey,Eiscue,Gouging Fire,Incineroar,Koraidon,Venusaur,Clefable,Clodsire,Groudon,Palkia,Scovillain,Urshifu-*,Gouging Fire,Incineroar,Clefable,Urshifu
Abomasnow,Clefable,Farigiraf,Flutter Mane,Ninetales-Alola,Torkoal,Amoonguss,Heatran,Incineroar,Koraidon,Miraidon,Rillaboom,Abomasnow,Ninetales-Alola,Heatran,Incineroar
Chi-Yu,Garganacl,Koraidon,Terapagos,Toxapex,Venusaur,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Koraidon,Venusaur,Calyrex-Shadow,Smeargle
Calyrex-Ice,Hatterene,Incineroar,Miraidon,Rillaboom,Urshifu-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Ice,Incineroar,Raging Bolt,Zamazenta-Crowned
Amoonguss,Calyrex-Shadow,Flutter Mane,Great Tusk,Groudon,Roaring Moon,Indeedee-F,Lunala,Ogerpon-Cornerstone,Okidogi,Tornadus,Zacian-*,Flutter Mane,Roaring Moon,Lunala,Zacian-Crowned
Annihilape,Garganacl,Kyurem-White,Maushold-Four,Necrozma-Dusk-Mane,Whimsicott,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Garganacl,Whimsicott,Tornadus,Zamazenta-Crowned
Amoonguss,Calyrex-Shadow,Flutter Mane,Great Tusk,Groudon,Roaring Moon,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Groudon,Calyrex-Shadow,Smeargle
Amoonguss,Calyrex-Shadow,Flutter Mane,Great Tusk,Groudon,Roaring Moon,Calyrex-Ice,Farigiraf,Hydrapple,Indeedee-F,Iron Hands,Ursaluna-Bloodmoon,Flutter Mane,Roaring Moon,Indeedee-F,Ursaluna-Bloodmoon
Calyrex-Ice,Farigiraf,Hydrapple,Indeedee-F,Iron Hands,Ursaluna-Bloodmoon,Amoonguss,Dragonite,Flutter Mane,Kyurem-White,Smeargle,Tinkaton,Calyrex-Ice,Farigiraf,Smeargle,Tinkaton
Incineroar,Iron Treads,Kyogre,Miraidon,Urshifu-*,Zapdos,Calyrex-Shadow,Clefairy,Flutter Mane,Incineroar,Koraidon,Rillaboom,Iron Treads,Miraidon,Calyrex-Shadow,Flutter Mane
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Ice,Farigiraf,Indeedee-F,Necrozma-Dawn-Wings,Typhlosion-Hisui,Whimsicott,Calyrex-Shadow,Zamazenta-Crowned,Calyrex-Ice,Farigiraf
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Smeargle,Incineroar,Miraidon
Amoonguss,Iron Hands,Kyogre,Roaring Moon,Urshifu-*,Zacian-*,Calyrex-Shadow,Iron Moth,Iron Valiant,Miraidon,Murkrow,Ogerpon-Wellspring,Amoonguss,Kyogre,Calyrex-Shadow,Iron Valiant
Brute Bonnet,Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Raging Bolt,Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Calyrex-Shadow,Flutter Mane,Brute Bonnet,Koraidon
Lilligant,Lokix,Ogerpon-Hearthflame,Reshiram,Terapagos,Torkoal,Corviknight,Indeedee-F,Miraidon,Porygon2,Raichu-Alola,Roaring Moon,Ogerpon-Hearthflame,Reshiram,Corviknight,Miraidon
Grimmsnarl,Indeedee-F,Iron Bundle,Iron Hands,Kyogre,Necrozma-Dusk-Mane,Amoonguss,Calyrex-Shadow,Flutter Mane,Great Tusk,Groudon,Roaring Moon,Indeedee-F,Necrozma-Dusk-Mane,Flutter Mane,Roaring Moon
Chien-Pao,Flutter Mane,Great Tusk,Groudon,Koraidon,Venusaur,Brute Bonnet,Calyrex-Ice,Flutter Mane,Incineroar,Koraidon,Ursaluna,Chien-Pao,Great Tusk,Brute Bonnet,Calyrex-Ice
Chien-Pao,Flutter Mane,Great Tusk,Groudon,Koraidon,Venusaur,Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Great Tusk,Groudon,Amoonguss,Incineroar
Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Zamazenta-*,Grimmsnarl,Incineroar,Lunala,Miraidon,Okidogi,Ursaluna,Incineroar,Zamazenta-Crowned,Miraidon,Okidogi
Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Landorus,Raging Bolt,Calyrex-Shadow,Rillaboom,Brute Bonnet,Incineroar
Farigiraf,Grimmsnarl,Incineroar,Koraidon,Lunala,Rillaboom,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Grimmsnarl,Incineroar,Calyrex-Shadow,Smeargle
Landorus,Miraidon,Ogerpon-Hearthflame,Terapagos,Tornadus,Urshifu-*,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Landorus,Tornadus,Koraidon,Rillaboom
Carbink,Dedenne,Fezandipiti,Granbull,Jigglypuff,Ribombee,Gallade,Iron Hands,Lucario,Okidogi,Urshifu-*,Zapdos-Galar,Carbink,Jigglypuff,Gallade,Iron Hands
Carbink,Dedenne,Fezandipiti,Granbull,Jigglypuff,Ribombee,Gallade,Iron Hands,Lucario,Okidogi,Urshifu-*,Zapdos-Galar,Fezandipiti,Ribombee,Gallade,Lucario
Chien-Pao,Gothitelle,Iron Hands,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Araquanid,Gouging Fire,Inteleon,Kyurem-Black,Ninetales-Alola,Slowking,Chien-Pao,Scream Tail,Gouging Fire,Kyurem-Black
Chien-Pao,Gothitelle,Iron Hands,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Araquanid,Gouging Fire,Inteleon,Kyurem-Black,Ninetales-Alola,Slowking,Chien-Pao,Scream Tail,Kyurem-Black,Slowking
Araquanid,Gouging Fire,Inteleon,Kyurem-Black,Ninetales-Alola,Slowking,Chien-Pao,Gothitelle,Iron Hands,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Kyurem-Black,Ninetales-Alola,Chien-Pao,Iron Hands
Archaludon,Kyogre,Miraidon,Ting-Lu,Urshifu-*,Whimsicott,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Archaludon,Miraidon,Regieleki,Rillaboom
Flutter Mane,Incineroar,Iron Bundle,Iron Hands,Lunala,Miraidon,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Iron Bundle,Miraidon,Rillaboom,Volcarona
Calyrex-Shadow,Chien-Pao,Incineroar,Regigigas,Urshifu-*,Weezing-Galar,Clefairy,Farigiraf,Flutter Mane,Giratina-Origin,Heatran,Incineroar,Chien-Pao,Urshifu-Rapid-Strike,Farigiraf,Incineroar
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Lunala,Miraidon,Rillaboom,Urshifu-*,Volcarona,Whimsicott,Miraidon,Whimsicott,Lunala,Rillaboom
Archaludon,Iron Treads,Kyogre,Landorus-Therian,Sneasler,Weezing-Galar,Annihilape,Lilligant,Lunala,Tornadus,Urshifu-*,Zacian-*,Archaludon,Kyogre,Tornadus,Urshifu
Brute Bonnet,Flutter Mane,Gallade,Gholdengo,Hydreigon,Koraidon,Annihilape,Lilligant,Lunala,Tornadus,Urshifu-*,Zacian-*,Brute Bonnet,Flutter Mane,Tornadus,Urshifu
Farigiraf,Groudon,Iron Crown,Miraidon,Ogerpon-Hearthflame,Whimsicott,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Miraidon,Whimsicott,Koraidon,Rillaboom
Glaceon,Kyogre,Ludicolo,Pelipper,Rayquaza,Whimsicott,Annihilape,Lilligant,Lunala,Tornadus,Urshifu-*,Zacian-*,Kyogre,Pelipper,Tornadus,Urshifu
Glaceon,Kyogre,Ludicolo,Pelipper,Rayquaza,Whimsicott,Annihilape,Lilligant,Lunala,Tornadus,Urshifu-*,Zacian-*,Kyogre,Pelipper,Tornadus,Urshifu
Barraskewda,Electrode-Hisui,Palkia-Origin,Pelipper,Raichu,Torracat,Chi-Yu,Decidueye-Hisui,Galvantula,Glastrier,Hitmontop,Iron Bundle,Barraskewda,Raichu,Decidueye-Hisui,Iron Bundle
Barraskewda,Electrode-Hisui,Palkia-Origin,Pelipper,Raichu,Torracat,Chi-Yu,Decidueye-Hisui,Galvantula,Glastrier,Hitmontop,Iron Bundle,Barraskewda,Raichu,Chi-Yu,Galvantula
Chien-Pao,Flutter Mane,Great Tusk,Groudon,Koraidon,Venusaur,Archaludon,Brute Bonnet,Farigiraf,Kyogre,Maushold-Four,Urshifu-*,Flutter Mane,Groudon,Archaludon,Maushold-Four
Arcanine,Brute Bonnet,Great Tusk,Misdreavus,Persian-Alola,Staraptor,Delphox,Dialga,Gyarados,Munkidori,Ursaluna,Whimsicott,Brute Bonnet,Persian-Alola,Munkidori,Whimsicott
Arcanine,Brute Bonnet,Great Tusk,Misdreavus,Persian-Alola,Staraptor,Delphox,Dialga,Gyarados,Munkidori,Ursaluna,Whimsicott,Great Tusk,Persian-Alola,Munkidori,Whimsicott
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Dondozo,Flutter Mane,Tatsugiri-Stretchy,Terapagos,Urshifu-*,Whimsicott,Smeargle,Tornadus,Terapagos,Whimsicott
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Garchomp,Incineroar,Miraidon,Necrozma-Dawn-Wings,Whimsicott,Zapdos-Galar,Smeargle,Tornadus,Garchomp,Incineroar
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Shadow,Incineroar,Ogerpon-Cornerstone,Rillaboom,Sableye,Zamazenta-*,Calyrex-Shadow,Smeargle,Incineroar,Sableye
Amoonguss,Flutter Mane,Koraidon,Lunala,Ogerpon-Hearthflame,Ursaluna,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Flutter Mane,Koraidon,Koraidon,Regieleki
Exeggutor-Alola,Hawlucha,Malamar,Meowstic,Seel,Sylveon,Amoonguss,Calyrex-Shadow,Ogerpon-Hearthflame,Urshifu-*,Whimsicott,Zamazenta-*,Exeggutor-Alola,Meowstic,Calyrex-Shadow,Whimsicott
Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Archaludon,Dragonite,Garganacl,Kyogre,Miraidon,Whimsicott,Calyrex-Shadow,Rillaboom,Archaludon,Garganacl
Calyrex-Shadow,Chien-Pao,Clefairy,Iron Bundle,Miraidon,Ursaluna,Dodrio,Kyogre,Sableye,Smeargle,Suicune,Volcarona,Iron Bundle,Miraidon,Sableye,Smeargle
Archaludon,Dragonite,Garganacl,Kyogre,Miraidon,Whimsicott,Amoonguss,Calyrex-Shadow,Incineroar,Roaring Moon,Terapagos,Urshifu-*,Dragonite,Miraidon,Roaring Moon,Urshifu-Rapid-Strike
Archaludon,Dragonite,Garganacl,Kyogre,Miraidon,Whimsicott,Amoonguss,Calyrex-Ice,Iron Jugulis,Kyogre,Rhyperior,Urshifu-*,Kyogre,Miraidon,Calyrex-Ice,Kyogre
Archaludon,Dragonite,Garganacl,Kyogre,Miraidon,Whimsicott,Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Archaludon,Miraidon,Incineroar,Lunala
Armarouge,Calyrex-Ice,Dialga-Origin,Krookodile,Smeargle,Urshifu-*,Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Calyrex-Ice,Krookodile,Clefairy,Urshifu-Rapid-Strike
Calyrex-Ice,Grimmsnarl,Incineroar,Pikachu,Urshifu-*,Zamazenta-*,Amoonguss,Calyrex-Shadow,Chi-Yu,Chien-Pao,Ogerpon-Cornerstone,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Chien-Pao,Zamazenta-Crowned
Baxcalibur,Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Amoonguss,Chien-Pao,Dragonite,Kyogre,Tornadus,Zamazenta-*,Grimmsnarl,Miraidon,Chien-Pao,Zamazenta-Crowned
Amoonguss,Calyrex-Shadow,Chi-Yu,Chien-Pao,Ogerpon-Cornerstone,Zamazenta-*,Flutter Mane,Gothitelle,Incineroar,Koraidon,Scream Tail,Zamazenta-*,Amoonguss,Zamazenta-Crowned,Flutter Mane,Koraidon
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Groudon,Incineroar,Jumpluff,Koraidon,Walking Wake,Calyrex-Shadow,Tornadus,Flutter Mane,Incineroar
Baxcalibur,Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Basculegion,Calyrex-Shadow,Flutter Mane,Kyogre,Landorus,Murkrow,Groudon,Miraidon,Calyrex-Shadow,Flutter Mane
Calyrex-Ice,Farigiraf,Incineroar,Miraidon,Rillaboom,Urshifu-*,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Incineroar,Urshifu-Rapid-Strike,Rillaboom,Volcarona
Baxcalibur,Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Calyrex-Ice,Gallade,Hatterene,Indeedee-F,Smeargle,Torkoal,Grimmsnarl,Miraidon,Calyrex-Ice,Smeargle
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Chien-Pao,Koraidon,Weezing-Galar,Baxcalibur,Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Koraidon,Weezing-Galar,Baxcalibur,Miraidon
Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Calyrex-Ice,Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Whimsicott,Calyrex-Shadow,Rillaboom,Calyrex-Ice,Farigiraf
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Incineroar,Iron Bundle,Iron Leaves,Lunala,Miraidon,Ursaluna,Smeargle,Tornadus,Incineroar,Lunala
Corviknight,Flapple,Glimmora,Hatterene,Heatran,Zoroark-Hisui,Calyrex-Shadow,Incineroar,Koraidon,Regieleki,Rillaboom,Volcarona,Hatterene,Heatran,Calyrex-Shadow,Incineroar
Calyrex-Shadow,Chien-Pao,Incineroar,Rillaboom,Urshifu-*,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Incineroar,Miraidon,Ursaluna,Urshifu-*,Calyrex-Shadow,Chien-Pao,Incineroar,Urshifu
Calyrex-Ice,Farigiraf,Incineroar,Smeargle,Terapagos,Ursaluna-Bloodmoon,Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Zamazenta-*,Incineroar,Smeargle,Incineroar,Ogerpon-Hearthflame
Brute Bonnet,Calyrex-Shadow,Koraidon,Lilligant-Hisui,Venusaur,Whimsicott,Comfey,Flutter Mane,Grimmsnarl,Incineroar,Miraidon,Zamazenta-*,Calyrex-Shadow,Koraidon,Grimmsnarl,Zamazenta-Crowned
Calyrex-Ice,Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Whimsicott,Articuno-Galar,Calyrex-Ice,Incineroar,Indeedee-F,Politoed,Zamazenta-*,Ogerpon-Hearthflame,Whimsicott,Calyrex-Ice,Indeedee-F
Flutter Mane,Incineroar,Lugia,Urshifu-*,Whimsicott,Zamazenta-*,Calyrex-Ice,Gengar,Hydrapple,Incineroar,Lugia,Primarina,Lugia,Whimsicott,Incineroar,Lugia
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Hatterene,Indeedee-F,Ursaluna,Zamazenta-*,Rillaboom,Smeargle,Hatterene,Indeedee-F
Groudon,Palkia,Regigigas,Sableye,Venusaur,Weezing,Amoonguss,Calyrex-Ice,Incineroar,Landorus,Miraidon,Urshifu-*,Palkia,Weezing,Calyrex-Ice,Urshifu-Rapid-Strike
Calyrex-Ice,Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Whimsicott,Brute Bonnet,Calyrex-Shadow,Farigiraf,Koraidon,Raging Bolt,Whimsicott,Calyrex-Ice,Farigiraf,Brute Bonnet,Calyrex-Shadow
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Flutter Mane,Ho-Oh,Landorus,Rillaboom,Urshifu-*,Zamazenta-*,Calyrex-Shadow,Smeargle,Flutter Mane,Urshifu-Rapid-Strike
Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Walking Wake,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Groudon,Walking Wake,Flutter Mane,Koraidon
Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Kyogre,Raging Bolt,Raichu,Rillaboom,Zacian-*,Zoroark-Hisui,Calyrex-Shadow,Smeargle,Kyogre,Raging Bolt
Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Walking Wake,Flutter Mane,Gyarados,Landorus-Therian,Okidogi,Tornadus,Zapdos,Grimmsnarl,Miraidon,Gyarados,Okidogi
Flutter Mane,Grimmsnarl,Groudon,Iron Valiant,Miraidon,Walking Wake,Calyrex-Ice,Flutter Mane,Hydreigon,Iron Hands,Palkia-Origin,Ursaluna-Bloodmoon,Grimmsnarl,Miraidon,Flutter Mane,Hydreigon
Calyrex-Shadow,Chien-Pao,Flutter Mane,Ogerpon-Hearthflame,Tornadus,Zamazenta-*,Calyrex-Shadow,Incineroar,Landorus,Tornadus,Urshifu-*,Zacian-*,Chien-Pao,Tornadus,Incineroar,Urshifu-Rapid-Strike
Calyrex-Shadow,Incineroar,Landorus,Tornadus,Urshifu-*,Zacian-*,Annihilape,Lilligant,Lunala,Tornadus,Urshifu-*,Zacian-*,Calyrex-Shadow,Tornadus,Tornadus,Urshifu
Calyrex-Ice,Grimmsnarl,Incineroar,Landorus,Miraidon,Urshifu-*,Calyrex-Shadow,Incineroar,Iron Hands,Ting-Lu,Whimsicott,Zacian-*,Grimmsnarl,Incineroar,Iron Hands,Whimsicott
Brute Bonnet,Calyrex-Ice,Chi-Yu,Hitmontop,Landorus,Lunala,Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Sneasler,Zamazenta-*,Landorus,Lunala,Calyrex-Shadow,Incineroar
Amoonguss,Calyrex-Shadow,Chi-Yu,Chien-Pao,Ogerpon-Cornerstone,Zamazenta-*,Incineroar,Iron Bundle,Iron Hands,Miraidon,Ogerpon-Wellspring,Zamazenta-*,Chien-Pao,Zamazenta-Crowned,Incineroar,Iron Bundle
Amoonguss,Calyrex-Shadow,Chi-Yu,Chien-Pao,Ogerpon-Cornerstone,Zamazenta-*,Incineroar,Iron Bundle,Iron Hands,Miraidon,Ogerpon-Wellspring,Zamazenta-*,Chien-Pao,Zamazenta-Crowned,Incineroar,Iron Bundle
