j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Calyrex-Shadow,Clefairy,Ditto,Hawlucha,Ogerpon-Hearthflame,Volbeat,Altaria,Amoonguss,Drifloon,Flutter Mane,Gastrodon-East,Incineroar,Ogerpon-Hearthflame,Volbeat,Gastrodon-East,Incineroar
Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Urshifu-*,Whimsicott,Calyrex-Shadow,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Tornadus,Ursaluna,Miraidon,Whimsicott,Calyrex-Shadow,Incineroar
Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Urshifu-*,Whimsicott,Calyrex-Shadow,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Tornadus,Ursaluna,Farigiraf,Miraidon,Incineroar,Tornadus
Farigiraf,Iron Hands,Miraidon,Ogerpon-Hearthflame,Urshifu-*,Whimsicott,Calyrex-Shadow,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Tornadus,Ursaluna,Farigiraf,Miraidon,Ogerpon-Hearthflame,Tornadus
Lucario,Lugia,Lycanroc-Dusk,Typhlosion,Vaporeon,Weavile,Goodra-Hisui,Lokix,Qwilfish-Hisui,Tornadus,Ursaluna-Bloodmoon,Zacian-*,Lucario,Weavile,Goodra-Hisui,Ursaluna-Bloodmoon
Goodra-Hisui,Lokix,Qwilfish-Hisui,Tornadus,Ursaluna-Bloodmoon,Zacian-*,Lucario,Lugia,Lycanroc-Dusk,Typhlosion,Vaporeon,Weavile,Tornadus,Zacian-Crowned,Lugia,Weavile
Cyclizar,Dugtrio-Alola,Ogerpon-Wellspring,Pelipper,Rillaboom,Terapagos,Dachsbun,Giratina,Greedent,Hariyama,Oranguru,Wigglytuff,Cyclizar,Rillaboom,Dachsbun,Oranguru
Goodra-Hisui,Lokix,Qwilfish-Hisui,Tornadus,Ursaluna-Bloodmoon,Zacian-*,Lucario,Lugia,Lycanroc-Dusk,Typhlosion,Vaporeon,Weavile,Tornadus,Zacian-Crowned,Lucario,Weavile
Dachsbun,Giratina,Greedent,Hariyama,Oranguru,Wigglytuff,Cyclizar,Dugtrio-Alola,Ogerpon-Wellspring,Pelipper,Rillaboom,Terapagos,Dachsbun,Oranguru,Cyclizar,Ogerpon-Wellspring
Farigiraf,Kyogre,Landorus,Poliwhirl,Tornadus,Urshifu-*,Chien-Pao,Farigiraf,Iron Hands,Miraidon,Urshifu-*,Volcarona,Kyogre,Poliwhirl,Farigiraf,Iron Hands
Farigiraf,Kyogre,Landorus,Poliwhirl,Tornadus,Urshifu-*,Chien-Pao,Farigiraf,Iron Hands,Miraidon,Urshifu-*,Volcarona,Farigiraf,Kyogre,Iron Hands,Urshifu-Rapid-Strike
Farigiraf,Kyogre,Landorus,Poliwhirl,Tornadus,Urshifu-*,Chien-Pao,Farigiraf,Iron Hands,Miraidon,Urshifu-*,Volcarona,Kyogre,Poliwhirl,Farigiraf,Iron Hands
Chien-Pao,Gothitelle,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Wyrdeer,Gengar,Lilligant-Hisui,Magmortar,Meowstic,Skeledirge,Ursaluna,Chien-Pao,Scream Tail,Lilligant-Hisui,Magmortar
Chien-Pao,Gothitelle,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Wyrdeer,Gengar,Lilligant-Hisui,Magmortar,Meowstic,Skeledirge,Ursaluna,Chien-Pao,Wyrdeer,Gengar,Meowstic
Dondozo,Glimmora,Rillaboom,Tatsugiri,Tornadus,Urshifu-*,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Glimmora,Tornadus,Ogerpon-Wellspring,Raging Bolt
Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Amoonguss,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Urshifu-*,Articuno,Ninetales-Alola,Amoonguss,Incineroar
Glimmora,Ogerpon-Wellspring,Porygon2,Scraggy,Ursaluna,Urshifu-*,Brute Bonnet,Chandelure,Chien-Pao,Dragonite,Regidrago,Tornadus,Porygon2,Scraggy,Regidrago,Tornadus
Glimmora,Ogerpon-Wellspring,Porygon2,Scraggy,Ursaluna,Urshifu-*,Brute Bonnet,Chandelure,Chien-Pao,Dragonite,Regidrago,Tornadus,Ogerpon-Wellspring,Porygon2,Regidrago,Tornadus
Farigiraf,Incineroar,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Archaludon,Flutter Mane,Kyogre,Rillaboom,Urshifu-*,Whimsicott,Incineroar,Miraidon,Kyogre,Rillaboom
Farigiraf,Incineroar,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Archaludon,Flutter Mane,Kyogre,Rillaboom,Urshifu-*,Whimsicott,Incineroar,Urshifu-Rapid-Strike,Kyogre,Rillaboom
Giratina,Glimmora,Grimmsnarl,Rillaboom,Ting-Lu,Wo-Chien,Calyrex-Ice,Enamorus,Grimmsnarl,Latias,Malamar,Serperior,Glimmora,Rillaboom,Malamar,Serperior
Farigiraf,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Amoonguss,Gouging Fire,Kingambit,Ogerpon-Wellspring,Porygon2,Ting-Lu,Ogerpon-Hearthflame,Rillaboom,Gouging Fire,Kingambit
Chien-Pao,Dragonite,Entei,Flutter Mane,Ogerpon-Wellspring,Raging Bolt,Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Chien-Pao,Entei,Farigiraf,Iron Hands
Calyrex-Shadow,Clefairy,Ditto,Hawlucha,Ogerpon-Hearthflame,Tinkaton,Garganacl,Iron Boulder,Klawf,Rayquaza,Rhyperior,Tyranitar,Hawlucha,Tinkaton,Iron Boulder,Rayquaza
Garganacl,Iron Boulder,Klawf,Rayquaza,Rhyperior,Tyranitar,Calyrex-Shadow,Clefairy,Ditto,Hawlucha,Ogerpon-Hearthflame,Tinkaton,Garganacl,Tyranitar,Hawlucha,Tinkaton
Chi-Yu,Hatterene,Indeedee,Iron Crown,Salamence,Sneasler,Metagross,Murkrow,Raikou,Sylveon,Urshifu-*,Vivillon,Indeedee,Sneasler,Metagross,Murkrow
Chi-Yu,Hatterene,Indeedee,Iron Crown,Salamence,Sneasler,Metagross,Murkrow,Raikou,Sylveon,Urshifu-*,Vivillon,Iron Crown,Salamence,Murkrow,Urshifu-Rapid-Strike
Amoonguss,Archaludon,Gothitelle,Incineroar,Politoed,Snorlax,Dondozo,Indeedee-F,Iron Hands,Landorus,Raichu,Thundurus,Incineroar,Politoed,Iron Hands,Thundurus
Amoonguss,Archaludon,Gothitelle,Incineroar,Politoed,Snorlax,Dondozo,Indeedee-F,Iron Hands,Landorus,Raichu,Thundurus,Gothitelle,Incineroar,Iron Hands,Raichu
Amoonguss,Archaludon,Gothitelle,Incineroar,Politoed,Snorlax,Dondozo,Indeedee-F,Iron Hands,Landorus,Raichu,Thundurus,Incineroar,Politoed,Iron Hands,Raichu
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Chi-Yu,Incineroar,Indeedee-F,Lunala,Rillaboom,Ursaluna,Flutter Mane,Grimmsnarl,Indeedee-F,Lunala
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Indeedee-F,Ogerpon-Hearthflame,Regidrago,Tornadus,Urshifu-*,Zacian-*,Flutter Mane,Ogerpon-Cornerstone,Tornadus,Zacian-Crowned
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Indeedee-F,Ogerpon-Hearthflame,Regidrago,Tornadus,Urshifu-*,Zacian-*,Flutter Mane,Ogerpon-Cornerstone,Regidrago,Tornadus
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Indeedee-F,Ogerpon-Hearthflame,Regidrago,Tornadus,Urshifu-*,Zacian-*,Gholdengo,Ogerpon-Cornerstone,Regidrago,Tornadus
Arcanine,Cresselia,Groudon,Iron Valiant,Rillaboom,Walking Wake,Ceruledge,Lugia,Luxray,Salamence,Tsareena,Urshifu-*,Cresselia,Groudon,Luxray,Tsareena
Amoonguss,Gholdengo,Great Tusk,Incineroar,Tornadus,Zacian-*,Clefairy,Excadrill,Iron Bundle,Klefki,Rayquaza,Tyranitar,Gholdengo,Incineroar,Excadrill,Tyranitar
Amoonguss,Gholdengo,Great Tusk,Incineroar,Tornadus,Zacian-*,Clefairy,Excadrill,Iron Bundle,Klefki,Rayquaza,Tyranitar,Gholdengo,Incineroar,Clefairy,Rayquaza
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Ditto,Eternatus,Flutter Mane,Incineroar,Iron Bundle,Urshifu-*,Flutter Mane,Koraidon,Iron Bundle,Urshifu-Rapid-Strike
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Ditto,Eternatus,Flutter Mane,Incineroar,Iron Bundle,Urshifu-*,Gholdengo,Grimmsnarl,Iron Bundle,Urshifu-Rapid-Strike
Greninja-*,Incineroar,Milotic,Ogerpon-Cornerstone,Scream Tail,Sneasler,Arcanine-Hisui,Articuno,Clefairy,Landorus,Ninetales-Alola,Pawmot,Greninja,Sneasler,Landorus,Ninetales-Alola
Greninja-*,Incineroar,Milotic,Ogerpon-Cornerstone,Scream Tail,Sneasler,Arcanine-Hisui,Articuno,Clefairy,Landorus,Ninetales-Alola,Pawmot,Greninja,Sneasler,Clefairy,Landorus
Greninja-*,Incineroar,Milotic,Ogerpon-Cornerstone,Scream Tail,Sneasler,Arcanine-Hisui,Articuno,Clefairy,Landorus,Ninetales-Alola,Pawmot,Greninja,Sneasler,Clefairy,Pawmot
Groudon,Quagsire,Raging Bolt,Tropius,Typhlosion-Hisui,Volcarona,Altaria,Amoonguss,Dragalge,Flutter Mane,Gastrodon-East,Incineroar,Quagsire,Raging Bolt,Amoonguss,Incineroar
Altaria,Amoonguss,Dragalge,Flutter Mane,Gastrodon-East,Incineroar,Groudon,Quagsire,Raging Bolt,Tropius,Typhlosion-Hisui,Volcarona,Amoonguss,Incineroar,Quagsire,Raging Bolt
Indeedee-F,Kyurem-White,Milotic,Ninetales-Alola,Ursaluna-Bloodmoon,Urshifu-*,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Ninetales-Alola,Urshifu-Rapid-Strike,Grimmsnarl,Koraidon
Indeedee-F,Kyurem-White,Milotic,Ninetales-Alola,Ursaluna-Bloodmoon,Urshifu-*,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Indeedee-F,Ursaluna-Bloodmoon,Farigiraf,Grimmsnarl
Cresselia,Hatterene,Incineroar,Indeedee-F,Torkoal,Ursaluna,Bronzong,Incineroar,Palafin,Regigigas,Rillaboom,Weezing-Galar,Hatterene,Incineroar,Palafin,Weezing-Galar
Cresselia,Hatterene,Incineroar,Indeedee-F,Torkoal,Ursaluna,Bronzong,Incineroar,Palafin,Regigigas,Rillaboom,Weezing-Galar,Incineroar,Torkoal,Palafin,Weezing-Galar
Dewgong,Gothitelle,Incineroar,Iron Hands,Rillaboom,Sneasler,Braviary,Farigiraf,Indeedee-F,Smeargle,Snorlax,Ursaluna-Bloodmoon,Rillaboom,Sneasler,Braviary,Indeedee-F
Dewgong,Gothitelle,Incineroar,Iron Hands,Rillaboom,Sneasler,Braviary,Farigiraf,Indeedee-F,Smeargle,Snorlax,Ursaluna-Bloodmoon,Iron Hands,Sneasler,Farigiraf,Ursaluna-Bloodmoon
Dewgong,Gothitelle,Incineroar,Iron Hands,Rillaboom,Sneasler,Braviary,Farigiraf,Indeedee-F,Smeargle,Snorlax,Ursaluna-Bloodmoon,Iron Hands,Sneasler,Farigiraf,Ursaluna-Bloodmoon
Dewgong,Gothitelle,Incineroar,Iron Hands,Rillaboom,Sneasler,Braviary,Farigiraf,Indeedee-F,Smeargle,Snorlax,Ursaluna-Bloodmoon,Dewgong,Sneasler,Braviary,Indeedee-F
Excadrill,Gardevoir,Gouging Fire,Thundurus,Tyranitar,Zapdos-Galar,Annihilape,Iron Bundle,Landorus-Therian,Ogerpon-Hearthflame,Raichu-Alola,Whimsicott,Thundurus,Tyranitar,Landorus-Therian,Whimsicott
Excadrill,Gardevoir,Gouging Fire,Thundurus,Tyranitar,Zapdos-Galar,Annihilape,Iron Bundle,Landorus-Therian,Ogerpon-Hearthflame,Raichu-Alola,Whimsicott,Thundurus,Zapdos-Galar,Iron Bundle,Ogerpon-Hearthflame
Iron Hands,Meowscarada,Skeledirge,Ting-Lu,Tinkaton,Tornadus-Therian,Dondozo,Grimmsnarl,Iron Crown,Maushold-Four,Raging Bolt,Tatsugiri,Skeledirge,Tornadus-Therian,Dondozo,Tatsugiri
Iron Hands,Meowscarada,Skeledirge,Ting-Lu,Tinkaton,Tornadus-Therian,Dondozo,Grimmsnarl,Iron Crown,Maushold-Four,Raging Bolt,Tatsugiri,Ting-Lu,Tornadus-Therian,Dondozo,Tatsugiri
Iron Hands,Meowscarada,Skeledirge,Ting-Lu,Tinkaton,Tornadus-Therian,Dondozo,Grimmsnarl,Iron Crown,Maushold-Four,Raging Bolt,Tatsugiri,Ting-Lu,Tornadus-Therian,Grimmsnarl,Raging Bolt
Iron Hands,Lunala,Lurantis,Magmar,Ursaluna,Vikavolt,Dachsbun,Dusclops,Giratina,Greedent,Oranguru,Torkoal,Lunala,Magmar,Oranguru,Torkoal
Iron Hands,Lunala,Lurantis,Magmar,Ursaluna,Vikavolt,Dachsbun,Dusclops,Giratina,Greedent,Oranguru,Torkoal,Lunala,Magmar,Giratina,Oranguru
Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Dondozo,Incineroar,Ninetales-Alola,Regice,Tatsugiri,Tornadus,Farigiraf,Iron Hands,Dondozo,Ninetales-Alola
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Chien-Pao,Gouging Fire,Groudon,Raging Bolt,Urshifu-*,Volcarona,Koraidon,Ogerpon-Cornerstone,Gouging Fire,Groudon
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Chien-Pao,Gouging Fire,Groudon,Raging Bolt,Urshifu-*,Volcarona,Koraidon,Ogerpon-Cornerstone,Groudon,Volcarona
Chien-Pao,Gouging Fire,Groudon,Raging Bolt,Urshifu-*,Volcarona,Incineroar,Iron Hands,Oranguru,Pelipper,Terapagos,Ursaluna,Chien-Pao,Volcarona,Oranguru,Ursaluna
Chien-Pao,Gouging Fire,Groudon,Raging Bolt,Urshifu-*,Volcarona,Incineroar,Iron Hands,Oranguru,Pelipper,Terapagos,Ursaluna,Gouging Fire,Groudon,Oranguru,Ursaluna
Chien-Pao,Gouging Fire,Groudon,Raging Bolt,Urshifu-*,Volcarona,Incineroar,Iron Hands,Oranguru,Pelipper,Terapagos,Ursaluna,Chien-Pao,Groudon,Oranguru,Ursaluna
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Ditto,Eternatus,Flutter Mane,Incineroar,Iron Bundle,Urshifu-*,Flutter Mane,Ogerpon-Cornerstone,Iron Bundle,Urshifu-Rapid-Strike
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Ditto,Eternatus,Flutter Mane,Incineroar,Iron Bundle,Urshifu-*,Koraidon,Ogerpon-Cornerstone,Iron Bundle,Urshifu-Rapid-Strike
Chien-Pao,Dragonite,Entei,Moltres-Galar,Urshifu-*,Zacian-*,Calyrex-Ice,Incineroar,Indeedee-F,Rillaboom,Tornadus,Urshifu-*,Chien-Pao,Urshifu-Rapid-Strike,Incineroar,Tornadus
Calyrex-Ice,Camerupt,Hatterene,Indeedee-F,Smeargle,Snorlax,Goodra-Hisui,Lokix,Qwilfish-Hisui,Tornadus,Ursaluna-Bloodmoon,Zacian-*,Calyrex-Ice,Indeedee-F,Tornadus,Zacian-Crowned
Ampharos,Garchomp,Lugia,Sawsbuck,Vaporeon,Weavile,Clodsire,Great Tusk,Kyogre,Ludicolo,Urshifu-*,Zapdos,Garchomp,Sawsbuck,Kyogre,Ludicolo
Calyrex-Ice,Camerupt,Hatterene,Indeedee-F,Smeargle,Snorlax,Goodra-Hisui,Lokix,Qwilfish-Hisui,Tornadus,Ursaluna-Bloodmoon,Zacian-*,Calyrex-Ice,Indeedee-F,Lokix,Zacian-Crowned
Clodsire,Great Tusk,Kyogre,Ludicolo,Urshifu-*,Zapdos,Ampharos,Garchomp,Lugia,Sawsbuck,Vaporeon,Weavile,Kyogre,Ludicolo,Ampharos,Sawsbuck
Blaziken,Ceruledge,Hatterene,Hitmontop,Tornadus-Therian,Ursaluna,Amoonguss,Dragapult,Regice,Reshiram,Uxie,Zoroark,Blaziken,Tornadus-Therian,Amoonguss,Reshiram
Blaziken,Ceruledge,Hatterene,Hitmontop,Tornadus-Therian,Ursaluna,Amoonguss,Dragapult,Regice,Reshiram,Uxie,Zoroark,Hitmontop,Tornadus-Therian,Dragapult,Reshiram
Gholdengo,Incineroar,Iron Boulder,Maushold-Four,Ribombee,Volcarona,Chien-Pao,Gothitelle,Iron Hands,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Incineroar,Iron Boulder,Chien-Pao,Gothitelle
Gholdengo,Incineroar,Iron Boulder,Maushold-Four,Ribombee,Volcarona,Chien-Pao,Gothitelle,Iron Hands,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Maushold-Four,Volcarona,Chien-Pao,Gothitelle
Gholdengo,Incineroar,Iron Boulder,Maushold-Four,Ribombee,Volcarona,Chien-Pao,Gothitelle,Iron Hands,Necrozma-Dawn-Wings,Scream Tail,Ursaluna-Bloodmoon,Incineroar,Iron Boulder,Chien-Pao,Scream Tail
Cinccino,Clefairy,Garganacl,Klefki,Murkrow,Terapagos,Arcanine,Galvantula,Groudon,Hariyama,Jumpluff,Tatsugiri,Cinccino,Murkrow,Galvantula,Hariyama
Cinccino,Clefairy,Garganacl,Klefki,Murkrow,Terapagos,Arcanine,Galvantula,Groudon,Hariyama,Jumpluff,Tatsugiri,Murkrow,Terapagos,Hariyama,Jumpluff
Comfey,Heatran,Kyogre,Rillaboom,Snorlax,Urshifu-*,Farigiraf,Incineroar,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Comfey,Urshifu-Rapid-Strike,Miraidon,Urshifu-Rapid-Strike
Comfey,Heatran,Kyogre,Rillaboom,Snorlax,Urshifu-*,Farigiraf,Incineroar,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Kyogre,Snorlax,Incineroar,Miraidon
Farigiraf,Flareon,Magmortar,Swampert,Ursaluna-Bloodmoon,Vikavolt,Comfey,Indeedee,Scovillain,Shroodle,Typhlosion-Hisui,Urshifu-*,Farigiraf,Magmortar,Indeedee,Typhlosion-Hisui
Farigiraf,Flareon,Magmortar,Swampert,Ursaluna-Bloodmoon,Vikavolt,Comfey,Indeedee,Scovillain,Shroodle,Typhlosion-Hisui,Urshifu-*,Farigiraf,Swampert,Comfey,Urshifu-Rapid-Strike
Farigiraf,Flareon,Magmortar,Swampert,Ursaluna-Bloodmoon,Vikavolt,Comfey,Indeedee,Scovillain,Shroodle,Typhlosion-Hisui,Urshifu-*,Farigiraf,Magmortar,Indeedee,Typhlosion-Hisui
Comfey,Indeedee,Scovillain,Shroodle,Typhlosion-Hisui,Urshifu-*,Annihilape,Archaludon,Charizard,Electrode-Hisui,Magmar,Riolu,Shroodle,Typhlosion-Hisui,Archaludon,Electrode-Hisui
Comfey,Indeedee,Scovillain,Shroodle,Typhlosion-Hisui,Urshifu-*,Annihilape,Archaludon,Charizard,Electrode-Hisui,Magmar,Riolu,Scovillain,Typhlosion-Hisui,Archaludon,Electrode-Hisui
Comfey,Indeedee,Scovillain,Shroodle,Typhlosion-Hisui,Urshifu-*,Annihilape,Archaludon,Charizard,Electrode-Hisui,Magmar,Riolu,Comfey,Indeedee,Charizard,Riolu
Farigiraf,Magmortar,Scrafty,Swampert,Ursaluna-Bloodmoon,Vikavolt,Araquanid,Arcanine-Hisui,Chien-Pao,Klefki,Krookodile,Scraggy,Farigiraf,Scrafty,Krookodile,Scraggy
Farigiraf,Magmortar,Scrafty,Swampert,Ursaluna-Bloodmoon,Vikavolt,Araquanid,Arcanine-Hisui,Chien-Pao,Klefki,Krookodile,Scraggy,Magmortar,Ursaluna-Bloodmoon,Krookodile,Scraggy
Farigiraf,Magmortar,Scrafty,Swampert,Ursaluna-Bloodmoon,Vikavolt,Araquanid,Arcanine-Hisui,Chien-Pao,Klefki,Krookodile,Scraggy,Farigiraf,Scrafty,Chien-Pao,Klefki
Farigiraf,Incineroar,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Chien-Pao,Incineroar,Indeedee,Mewtwo,Politoed,Whimsicott,Incineroar,Urshifu-Rapid-Strike,Chien-Pao,Incineroar
Farigiraf,Incineroar,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Chien-Pao,Incineroar,Indeedee,Mewtwo,Politoed,Whimsicott,Incineroar,Urshifu-Rapid-Strike,Indeedee,Whimsicott
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Chien-Pao,Kyogre,Landorus,Tornadus,Tsareena,Urshifu-*,Koraidon,Ogerpon-Cornerstone,Chien-Pao,Tornadus
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Chien-Pao,Kyogre,Landorus,Tornadus,Tsareena,Urshifu-*,Koraidon,Raging Bolt,Chien-Pao,Tornadus
Calyrex-Ice,Hariyama,Landorus,Pelipper,Regieleki,Urshifu-*,Calyrex-Shadow,Dondozo,Indeedee-F,Landorus-Therian,Rillaboom,Tatsugiri,Pelipper,Regieleki,Calyrex-Shadow,Indeedee-F
Calyrex-Ice,Hariyama,Landorus,Pelipper,Regieleki,Urshifu-*,Calyrex-Shadow,Dondozo,Indeedee-F,Landorus-Therian,Rillaboom,Tatsugiri,Pelipper,Regieleki,Dondozo,Indeedee-F
Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Rillaboom,Urshifu-Rapid-Strike,Chi-Yu,Grimmsnarl
Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Incineroar,Rillaboom,Chi-Yu,Grimmsnarl
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Amoonguss,Clefairy,Cloyster,Corviknight,Incineroar,Koraidon,Koraidon,Ogerpon-Cornerstone,Clefairy,Cloyster
Flutter Mane,Gholdengo,Grimmsnarl,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Amoonguss,Clefairy,Cloyster,Corviknight,Incineroar,Koraidon,Koraidon,Ogerpon-Cornerstone,Clefairy,Corviknight
Armarouge,Chien-Pao,Flutter Mane,Ogerpon-Wellspring,Okidogi,Zapdos,Chien-Pao,Gouging Fire,Kingambit,Landorus,Ogerpon-Wellspring,Raging Bolt,Armarouge,Flutter Mane,Ogerpon-Wellspring,Raging Bolt
Armarouge,Chien-Pao,Flutter Mane,Ogerpon-Wellspring,Okidogi,Zapdos,Chien-Pao,Gouging Fire,Kingambit,Landorus,Ogerpon-Wellspring,Raging Bolt,Armarouge,Flutter Mane,Ogerpon-Wellspring,Raging Bolt
Calyrex-Ice,Landorus,Pelipper,Raging Bolt,Tsareena,Urshifu-*,Chien-Pao,Entei,Flutter Mane,Rillaboom,Urshifu-*,Zamazenta-*,Calyrex-Ice,Urshifu-Rapid-Strike,Chien-Pao,Urshifu-Rapid-Strike
Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Calyrex-Ice,Flutter Mane,Indeedee-F,Iron Hands,Landorus,Urshifu-*,Farigiraf,Grimmsnarl,Calyrex-Ice,Indeedee-F
Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Calyrex-Ice,Flutter Mane,Indeedee-F,Iron Hands,Landorus,Urshifu-*,Grimmsnarl,Koraidon,Calyrex-Ice,Indeedee-F
Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Calyrex-Ice,Flutter Mane,Indeedee-F,Iron Hands,Landorus,Urshifu-*,Flutter Mane,Grimmsnarl,Flutter Mane,Landorus
Calyrex-Shadow,Incineroar,Indeedee-F,Rillaboom,Tornadus,Ursaluna-Bloodmoon,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Tornadus,Ursaluna-Bloodmoon,Flutter Mane,Grimmsnarl
Calyrex-Shadow,Incineroar,Indeedee-F,Rillaboom,Tornadus,Ursaluna-Bloodmoon,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Tornadus,Ursaluna-Bloodmoon,Dondozo,Grimmsnarl
Calyrex-Shadow,Incineroar,Indeedee-F,Rillaboom,Tornadus,Ursaluna-Bloodmoon,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Calyrex-Shadow,Indeedee-F,Grimmsnarl,Koraidon
Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Grimmsnarl,Rillaboom,Farigiraf,Grimmsnarl
Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Calyrex-Shadow,Chi-Yu,Dondozo,Grimmsnarl
Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Dondozo,Farigiraf,Flutter Mane,Grimmsnarl,Koraidon,Raging Bolt,Calyrex-Shadow,Chi-Yu,Flutter Mane,Koraidon
Calyrex-Shadow,Incineroar,Indeedee-F,Rillaboom,Tornadus,Ursaluna-Bloodmoon,Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Tornadus,Ursaluna-Bloodmoon,Chi-Yu,Grimmsnarl
Calyrex-Shadow,Incineroar,Indeedee-F,Rillaboom,Tornadus,Ursaluna-Bloodmoon,Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Calyrex-Shadow,Tornadus,Chi-Yu,Grimmsnarl
Calyrex-Shadow,Chi-Yu,Grimmsnarl,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Calyrex-Shadow,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Tornadus,Ursaluna,Calyrex-Shadow,Chi-Yu,Tornadus,Ursaluna
